annotation_id,system_id,query_id,claim_text,annotator_1_judgment,annotator_2_judgment,annotator_3_judgment,majority_judgment,annotator_1_confidence,annotator_2_confidence,annotator_3_confidence,mean_confidence,evidence_snippet,fleiss_kappa_batch,annotation_date,adjudicated
FC4-0501,S1,S1-Q23618,Sample claim 501 from Customer Support Chatbot output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,3,4,3,3.33,Evidence snippet supporting judgment for claim 501.,0.739,2024-12-30,0
FC4-0502,S2,S2-Q44642,Sample claim 502 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,3,4.0,Evidence snippet supporting judgment for claim 502.,0.739,2024-10-04,0
FC4-0503,S3,S3-Q22922,Sample claim 503 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 503.,0.739,2024-11-14,0
FC4-0504,S4,S4-Q01799,Sample claim 504 from Medical Triage Assistant output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 504.,0.739,2024-11-19,0
FC4-0505,S1,S1-Q14753,Sample claim 505 from Customer Support Chatbot output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 505.,0.739,2024-12-26,0
FC4-0506,S2,S2-Q08672,Sample claim 506 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 506.,0.739,2024-12-22,0
FC4-0507,S3,S3-Q46490,Sample claim 507 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 507.,0.739,2024-12-22,0
FC4-0508,S4,S4-Q30586,Sample claim 508 from Medical Triage Assistant output.,CORRECT,UNVERIFIABLE,UNVERIFIABLE,UNVERIFIABLE,4,4,3,3.67,Evidence snippet supporting judgment for claim 508.,0.739,2024-11-08,0
FC4-0509,S1,S1-Q43409,Sample claim 509 from Customer Support Chatbot output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 509.,0.739,2024-11-17,0
FC4-0510,S2,S2-Q04184,Sample claim 510 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 510.,0.739,2024-11-13,0
FC4-0511,S3,S3-Q42695,Sample claim 511 from Document Summarization and QA output.,INCORRECT,CORRECT,UNVERIFIABLE,INCORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 511.,0.739,2024-11-08,1
FC4-0512,S4,S4-Q43289,Sample claim 512 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 512.,0.739,2024-11-10,0
FC4-0513,S1,S1-Q26516,Sample claim 513 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 513.,0.739,2024-11-19,0
FC4-0514,S2,S2-Q46752,Sample claim 514 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,INCORRECT,CORRECT,3,4,5,4.0,Evidence snippet supporting judgment for claim 514.,0.739,2024-10-29,0
FC4-0515,S3,S3-Q19674,Sample claim 515 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 515.,0.739,2024-10-22,0
FC4-0516,S4,S4-Q48557,Sample claim 516 from Medical Triage Assistant output.,UNVERIFIABLE,UNVERIFIABLE,CORRECT,UNVERIFIABLE,3,4,3,3.33,Evidence snippet supporting judgment for claim 516.,0.739,2024-11-03,0
FC4-0517,S1,S1-Q05853,Sample claim 517 from Customer Support Chatbot output.,CORRECT,CORRECT,INCORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 517.,0.739,2024-10-29,0
FC4-0518,S2,S2-Q38376,Sample claim 518 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 518.,0.739,2024-11-07,0
FC4-0519,S3,S3-Q40676,Sample claim 519 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 519.,0.739,2024-10-10,0
FC4-0520,S4,S4-Q19554,Sample claim 520 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 520.,0.739,2024-11-22,0
FC4-0521,S1,S1-Q37317,Sample claim 521 from Customer Support Chatbot output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 521.,0.739,2024-11-28,0
FC4-0522,S2,S2-Q41356,Sample claim 522 from AI Code Assistant IDE Plugin output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 522.,0.739,2024-10-23,0
FC4-0523,S3,S3-Q10384,Sample claim 523 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 523.,0.739,2024-12-02,0
FC4-0524,S4,S4-Q26437,Sample claim 524 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,4,4.33,Evidence snippet supporting judgment for claim 524.,0.739,2024-11-24,0
FC4-0525,S1,S1-Q00923,Sample claim 525 from Customer Support Chatbot output.,INCORRECT,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 525.,0.739,2024-11-11,0
FC4-0526,S2,S2-Q16307,Sample claim 526 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 526.,0.739,2024-10-29,0
FC4-0527,S3,S3-Q20062,Sample claim 527 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 527.,0.739,2024-10-22,0
FC4-0528,S4,S4-Q39084,Sample claim 528 from Medical Triage Assistant output.,CORRECT,CORRECT,INCORRECT,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 528.,0.739,2024-12-07,0
FC4-0529,S1,S1-Q49160,Sample claim 529 from Customer Support Chatbot output.,CORRECT,UNVERIFIABLE,INCORRECT,UNVERIFIABLE,4,4,4,4.0,Evidence snippet supporting judgment for claim 529.,0.739,2024-10-25,1
FC4-0530,S2,S2-Q47656,Sample claim 530 from AI Code Assistant IDE Plugin output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,3,3,3,3.0,Evidence snippet supporting judgment for claim 530.,0.739,2024-10-17,0
FC4-0531,S3,S3-Q42634,Sample claim 531 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,5,4.0,Evidence snippet supporting judgment for claim 531.,0.739,2024-10-05,0
FC4-0532,S4,S4-Q03144,Sample claim 532 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,5,4.33,Evidence snippet supporting judgment for claim 532.,0.739,2024-12-24,0
FC4-0533,S1,S1-Q24921,Sample claim 533 from Customer Support Chatbot output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 533.,0.739,2024-10-16,0
FC4-0534,S2,S2-Q00610,Sample claim 534 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 534.,0.739,2024-11-08,0
FC4-0535,S3,S3-Q08990,Sample claim 535 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 535.,0.739,2024-11-23,0
FC4-0536,S4,S4-Q06965,Sample claim 536 from Medical Triage Assistant output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,3,4,3,3.33,Evidence snippet supporting judgment for claim 536.,0.739,2024-12-03,0
FC4-0537,S1,S1-Q46101,Sample claim 537 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 537.,0.739,2024-11-22,0
FC4-0538,S2,S2-Q21667,Sample claim 538 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 538.,0.739,2024-10-31,0
FC4-0539,S3,S3-Q09775,Sample claim 539 from Document Summarization and QA output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 539.,0.739,2024-10-12,0
FC4-0540,S4,S4-Q29934,Sample claim 540 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,3,4.0,Evidence snippet supporting judgment for claim 540.,0.739,2024-11-07,0
FC4-0541,S1,S1-Q44353,Sample claim 541 from Customer Support Chatbot output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 541.,0.739,2024-11-10,0
FC4-0542,S2,S2-Q43474,Sample claim 542 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,3,3,3,3.0,Evidence snippet supporting judgment for claim 542.,0.739,2024-12-22,0
FC4-0543,S3,S3-Q06092,Sample claim 543 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 543.,0.739,2024-11-17,0
FC4-0544,S4,S4-Q45214,Sample claim 544 from Medical Triage Assistant output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 544.,0.739,2024-12-01,0
FC4-0545,S1,S1-Q47607,Sample claim 545 from Customer Support Chatbot output.,UNVERIFIABLE,CORRECT,UNVERIFIABLE,UNVERIFIABLE,3,3,5,3.67,Evidence snippet supporting judgment for claim 545.,0.739,2024-10-08,0
FC4-0546,S2,S2-Q44460,Sample claim 546 from AI Code Assistant IDE Plugin output.,INCORRECT,UNVERIFIABLE,CORRECT,INCORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 546.,0.739,2024-11-26,1
FC4-0547,S3,S3-Q08563,Sample claim 547 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 547.,0.739,2024-12-01,0
FC4-0548,S4,S4-Q42925,Sample claim 548 from Medical Triage Assistant output.,INCORRECT,CORRECT,CORRECT,CORRECT,3,3,4,3.33,Evidence snippet supporting judgment for claim 548.,0.739,2024-11-10,0
FC4-0549,S1,S1-Q37029,Sample claim 549 from Customer Support Chatbot output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 549.,0.739,2024-10-29,0
FC4-0550,S2,S2-Q40517,Sample claim 550 from AI Code Assistant IDE Plugin output.,INCORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 550.,0.739,2024-10-13,0
FC4-0551,S3,S3-Q25224,Sample claim 551 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 551.,0.777,2024-10-20,0
FC4-0552,S4,S4-Q10285,Sample claim 552 from Medical Triage Assistant output.,UNVERIFIABLE,CORRECT,INCORRECT,UNVERIFIABLE,3,3,5,3.67,Evidence snippet supporting judgment for claim 552.,0.777,2024-12-04,1
FC4-0553,S1,S1-Q15788,Sample claim 553 from Customer Support Chatbot output.,UNVERIFIABLE,UNVERIFIABLE,UNVERIFIABLE,UNVERIFIABLE,3,4,4,3.67,Evidence snippet supporting judgment for claim 553.,0.777,2024-11-12,0
FC4-0554,S2,S2-Q15401,Sample claim 554 from AI Code Assistant IDE Plugin output.,INCORRECT,CORRECT,CORRECT,CORRECT,5,4,4,4.33,Evidence snippet supporting judgment for claim 554.,0.777,2024-10-11,0
FC4-0555,S3,S3-Q07780,Sample claim 555 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 555.,0.777,2024-12-03,0
FC4-0556,S4,S4-Q00012,Sample claim 556 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 556.,0.777,2024-10-12,0
FC4-0557,S1,S1-Q42900,Sample claim 557 from Customer Support Chatbot output.,UNVERIFIABLE,INCORRECT,CORRECT,UNVERIFIABLE,5,5,3,4.33,Evidence snippet supporting judgment for claim 557.,0.777,2024-12-25,1
FC4-0558,S2,S2-Q36711,Sample claim 558 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 558.,0.777,2024-12-19,0
FC4-0559,S3,S3-Q49763,Sample claim 559 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,3,3.33,Evidence snippet supporting judgment for claim 559.,0.777,2024-12-24,0
FC4-0560,S4,S4-Q24504,Sample claim 560 from Medical Triage Assistant output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 560.,0.777,2024-12-29,0
FC4-0561,S1,S1-Q26819,Sample claim 561 from Customer Support Chatbot output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 561.,0.777,2024-10-14,0
FC4-0562,S2,S2-Q12490,Sample claim 562 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 562.,0.777,2024-12-31,0
FC4-0563,S3,S3-Q08076,Sample claim 563 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 563.,0.777,2024-11-27,0
FC4-0564,S4,S4-Q48249,Sample claim 564 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,5,4.0,Evidence snippet supporting judgment for claim 564.,0.777,2024-10-07,0
FC4-0565,S1,S1-Q37917,Sample claim 565 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,5,4.33,Evidence snippet supporting judgment for claim 565.,0.777,2024-10-23,0
FC4-0566,S2,S2-Q33038,Sample claim 566 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 566.,0.777,2024-11-19,0
FC4-0567,S3,S3-Q22470,Sample claim 567 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 567.,0.777,2024-11-07,0
FC4-0568,S4,S4-Q19590,Sample claim 568 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 568.,0.777,2024-12-29,0
FC4-0569,S1,S1-Q13166,Sample claim 569 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 569.,0.777,2024-10-27,0
FC4-0570,S2,S2-Q42605,Sample claim 570 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,5,4.33,Evidence snippet supporting judgment for claim 570.,0.777,2024-10-23,0
FC4-0571,S3,S3-Q31482,Sample claim 571 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,5,4.0,Evidence snippet supporting judgment for claim 571.,0.777,2024-12-14,0
FC4-0572,S4,S4-Q27682,Sample claim 572 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 572.,0.777,2024-10-02,0
FC4-0573,S1,S1-Q17497,Sample claim 573 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 573.,0.777,2024-10-21,0
FC4-0574,S2,S2-Q13370,Sample claim 574 from AI Code Assistant IDE Plugin output.,INCORRECT,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 574.,0.777,2024-12-09,0
FC4-0575,S3,S3-Q14701,Sample claim 575 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 575.,0.777,2024-12-22,0
FC4-0576,S4,S4-Q43549,Sample claim 576 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 576.,0.777,2024-10-07,0
FC4-0577,S1,S1-Q03526,Sample claim 577 from Customer Support Chatbot output.,INCORRECT,CORRECT,INCORRECT,INCORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 577.,0.777,2024-10-02,0
FC4-0578,S2,S2-Q46179,Sample claim 578 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,4,3,5,4.0,Evidence snippet supporting judgment for claim 578.,0.777,2024-12-30,0
FC4-0579,S3,S3-Q12682,Sample claim 579 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,5,4.33,Evidence snippet supporting judgment for claim 579.,0.777,2024-11-07,0
FC4-0580,S4,S4-Q07822,Sample claim 580 from Medical Triage Assistant output.,CORRECT,INCORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 580.,0.777,2024-11-18,0
FC4-0581,S1,S1-Q00370,Sample claim 581 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 581.,0.777,2024-11-12,0
FC4-0582,S2,S2-Q40985,Sample claim 582 from AI Code Assistant IDE Plugin output.,CORRECT,INCORRECT,CORRECT,CORRECT,4,5,3,4.0,Evidence snippet supporting judgment for claim 582.,0.777,2024-12-18,0
FC4-0583,S3,S3-Q46379,Sample claim 583 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,3,4.0,Evidence snippet supporting judgment for claim 583.,0.777,2024-11-10,0
FC4-0584,S4,S4-Q35592,Sample claim 584 from Medical Triage Assistant output.,CORRECT,INCORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 584.,0.777,2024-12-08,0
FC4-0585,S1,S1-Q23646,Sample claim 585 from Customer Support Chatbot output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,5,4,4,4.33,Evidence snippet supporting judgment for claim 585.,0.777,2024-11-07,0
FC4-0586,S2,S2-Q07519,Sample claim 586 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 586.,0.777,2024-12-25,0
FC4-0587,S3,S3-Q44732,Sample claim 587 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 587.,0.777,2024-11-11,0
FC4-0588,S4,S4-Q18536,Sample claim 588 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 588.,0.777,2024-10-04,0
FC4-0589,S1,S1-Q02874,Sample claim 589 from Customer Support Chatbot output.,INCORRECT,UNVERIFIABLE,CORRECT,INCORRECT,5,4,4,4.33,Evidence snippet supporting judgment for claim 589.,0.777,2024-11-07,1
FC4-0590,S2,S2-Q34945,Sample claim 590 from AI Code Assistant IDE Plugin output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 590.,0.777,2024-10-01,0
FC4-0591,S3,S3-Q06811,Sample claim 591 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 591.,0.777,2024-10-27,0
FC4-0592,S4,S4-Q48949,Sample claim 592 from Medical Triage Assistant output.,CORRECT,CORRECT,INCORRECT,CORRECT,4,5,3,4.0,Evidence snippet supporting judgment for claim 592.,0.777,2024-12-27,0
FC4-0593,S1,S1-Q11665,Sample claim 593 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,3,3.0,Evidence snippet supporting judgment for claim 593.,0.777,2024-11-02,0
FC4-0594,S2,S2-Q29565,Sample claim 594 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 594.,0.777,2024-12-20,0
FC4-0595,S3,S3-Q42037,Sample claim 595 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,3,3.67,Evidence snippet supporting judgment for claim 595.,0.777,2024-12-19,0
FC4-0596,S4,S4-Q06956,Sample claim 596 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,5,4.0,Evidence snippet supporting judgment for claim 596.,0.777,2024-11-07,0
FC4-0597,S1,S1-Q43302,Sample claim 597 from Customer Support Chatbot output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 597.,0.777,2024-10-04,0
FC4-0598,S2,S2-Q41553,Sample claim 598 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,4,4.33,Evidence snippet supporting judgment for claim 598.,0.777,2024-10-19,0
FC4-0599,S3,S3-Q00731,Sample claim 599 from Document Summarization and QA output.,CORRECT,UNVERIFIABLE,INCORRECT,UNVERIFIABLE,5,5,4,4.67,Evidence snippet supporting judgment for claim 599.,0.777,2024-12-10,1
FC4-0600,S4,S4-Q35203,Sample claim 600 from Medical Triage Assistant output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 600.,0.777,2024-12-10,0
FC4-0601,S1,S1-Q27044,Sample claim 601 from Customer Support Chatbot output.,INCORRECT,CORRECT,CORRECT,CORRECT,5,4,3,4.0,Evidence snippet supporting judgment for claim 601.,0.756,2024-12-22,0
FC4-0602,S2,S2-Q07512,Sample claim 602 from AI Code Assistant IDE Plugin output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,4,3,4.0,Evidence snippet supporting judgment for claim 602.,0.756,2024-10-24,0
FC4-0603,S3,S3-Q36023,Sample claim 603 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 603.,0.756,2024-10-10,0
FC4-0604,S4,S4-Q21683,Sample claim 604 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 604.,0.756,2024-11-15,0
FC4-0605,S1,S1-Q20827,Sample claim 605 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 605.,0.756,2024-12-02,0
FC4-0606,S2,S2-Q37150,Sample claim 606 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,5,4.33,Evidence snippet supporting judgment for claim 606.,0.756,2024-11-16,0
FC4-0607,S3,S3-Q46675,Sample claim 607 from Document Summarization and QA output.,CORRECT,INCORRECT,CORRECT,CORRECT,4,3,3,3.33,Evidence snippet supporting judgment for claim 607.,0.756,2024-12-22,0
FC4-0608,S4,S4-Q30334,Sample claim 608 from Medical Triage Assistant output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,5,4,4,4.33,Evidence snippet supporting judgment for claim 608.,0.756,2024-11-27,0
FC4-0609,S1,S1-Q05373,Sample claim 609 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 609.,0.756,2024-11-05,0
FC4-0610,S2,S2-Q05012,Sample claim 610 from AI Code Assistant IDE Plugin output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 610.,0.756,2024-10-10,0
FC4-0611,S3,S3-Q38669,Sample claim 611 from Document Summarization and QA output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 611.,0.756,2024-10-28,0
FC4-0612,S4,S4-Q09741,Sample claim 612 from Medical Triage Assistant output.,INCORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 612.,0.756,2024-11-16,0
FC4-0613,S1,S1-Q32842,Sample claim 613 from Customer Support Chatbot output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 613.,0.756,2024-12-05,0
FC4-0614,S2,S2-Q10869,Sample claim 614 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 614.,0.756,2024-12-05,0
FC4-0615,S3,S3-Q48230,Sample claim 615 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 615.,0.756,2024-12-01,0
FC4-0616,S4,S4-Q24212,Sample claim 616 from Medical Triage Assistant output.,INCORRECT,CORRECT,CORRECT,CORRECT,3,3,4,3.33,Evidence snippet supporting judgment for claim 616.,0.756,2024-10-30,0
FC4-0617,S1,S1-Q29796,Sample claim 617 from Customer Support Chatbot output.,CORRECT,CORRECT,INCORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 617.,0.756,2024-10-06,0
FC4-0618,S2,S2-Q48622,Sample claim 618 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 618.,0.756,2024-11-03,0
FC4-0619,S3,S3-Q42818,Sample claim 619 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,5,4.33,Evidence snippet supporting judgment for claim 619.,0.756,2024-10-10,0
FC4-0620,S4,S4-Q22613,Sample claim 620 from Medical Triage Assistant output.,CORRECT,CORRECT,INCORRECT,CORRECT,5,4,4,4.33,Evidence snippet supporting judgment for claim 620.,0.756,2024-12-02,0
FC4-0621,S1,S1-Q15073,Sample claim 621 from Customer Support Chatbot output.,UNVERIFIABLE,UNVERIFIABLE,CORRECT,UNVERIFIABLE,3,4,3,3.33,Evidence snippet supporting judgment for claim 621.,0.756,2024-10-10,0
FC4-0622,S2,S2-Q47010,Sample claim 622 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,5,4.0,Evidence snippet supporting judgment for claim 622.,0.756,2024-10-16,0
FC4-0623,S3,S3-Q31380,Sample claim 623 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,5,4.0,Evidence snippet supporting judgment for claim 623.,0.756,2024-12-01,0
FC4-0624,S4,S4-Q08382,Sample claim 624 from Medical Triage Assistant output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,3,3,3,3.0,Evidence snippet supporting judgment for claim 624.,0.756,2024-12-13,0
FC4-0625,S1,S1-Q10902,Sample claim 625 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 625.,0.756,2024-11-03,0
